>XM_023605096.1 Rhizopus microsporus ATCC 52813 serine protease (RHIMIDRAFT_10000), mRNA
>XM_023615460.1 Rhizopus microsporus ATCC 52813 MFS general substrate transporter (RHIMIDRAFT_60388), mRNA
>XM_023615461.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_60489), mRNA
>XM_023615462.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_607), mRNA
>XM_023615463.1 Rhizopus microsporus ATCC 52813 Dbl homology domain-containing protein (RHIMIDRAFT_60967), mRNA
>XM_023615464.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_61030), mRNA
>XM_023615465.1 Rhizopus microsporus ATCC 52813 ferrochelatase (RHIMIDRAFT_61100), mRNA
>XM_023615466.1 Rhizopus microsporus ATCC 52813 WD40 repeat-like protein (RHIMIDRAFT_61356), mRNA
>XM_023615467.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_61484), mRNA
>XM_023615468.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_61493), mRNA
>XM_023615469.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_61499), mRNA
>XM_023615470.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_61500), mRNA
>XM_023615471.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_61798), mRNA
>XM_023615472.1 Rhizopus microsporus ATCC 52813 kinase-like protein (RHIMIDRAFT_61845), mRNA
>XM_023615473.1 Rhizopus microsporus ATCC 52813 MFS general substrate transporter (RHIMIDRAFT_62046), mRNA
>XM_023615474.1 Rhizopus microsporus ATCC 52813 galactose oxidase (RHIMIDRAFT_62115), mRNA
>XM_023615475.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_62160), mRNA
>XM_023615476.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_62232), mRNA
>XM_023615477.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_62262), mRNA
>XM_023615478.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_62286), mRNA
>XM_023615479.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_62573), mRNA
>XM_023615480.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_62748), mRNA
>XM_023615481.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_62772), mRNA
>XM_023615482.1 Rhizopus microsporus ATCC 52813 WD40 repeat-like protein (RHIMIDRAFT_62776), mRNA
>XM_023615483.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_62793), mRNA
>XM_023615484.1 Rhizopus microsporus ATCC 52813 iron hydrogenase (RHIMIDRAFT_62832), mRNA
>XM_023615485.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_62911), mRNA
>XM_023615486.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_62965), mRNA
>XM_023615487.1 Rhizopus microsporus ATCC 52813 putative splicing factor 3a subunit 2 (RHIMIDRAFT_6305), mRNA
>XM_023615488.1 Rhizopus microsporus ATCC 52813 WD40 repeat-like protein (RHIMIDRAFT_63109), mRNA
>XM_023615489.1 Rhizopus microsporus ATCC 52813 ribosomal protein S10 (RHIMIDRAFT_63126), mRNA
>XM_023615490.1 Rhizopus microsporus ATCC 52813 CBS-domain-containing protein (RHIMIDRAFT_6316), mRNA
>XM_023615491.1 Rhizopus microsporus ATCC 52813 14-3-3 protein (RHIMIDRAFT_63167), mRNA
>XM_023615492.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_63285), mRNA
>XM_023615493.1 Rhizopus microsporus ATCC 52813 YL1-domain-containing protein (RHIMIDRAFT_63420), mRNA
>XM_023615494.1 Rhizopus microsporus ATCC 52813 HMG-box (RHIMIDRAFT_63446), mRNA
>XM_023615495.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_63478), mRNA
>XM_023615496.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_63586), mRNA
>XM_023615497.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_63675), mRNA
>XM_023615498.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_63697), mRNA
>XM_023615499.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_6372), partial mRNA
>XM_023615500.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_63721), mRNA
>XM_023615501.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_63749), mRNA
>XM_023615502.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_63793), mRNA
>XM_023615503.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_63892), mRNA
>XM_023615504.1 Rhizopus microsporus ATCC 52813 Golgi apparatus membrane protein tvp23 (RHIMIDRAFT_64107), mRNA
>XM_023615505.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_6413), mRNA
>XM_023615506.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_64149), mRNA
>XM_023615507.1 Rhizopus microsporus ATCC 52813 14-3-3 protein (RHIMIDRAFT_64213), mRNA
>XM_023615508.1 Rhizopus microsporus ATCC 52813 mitochondrial carrier (RHIMIDRAFT_64327), mRNA
>XM_023615509.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_64380), mRNA
>XM_023615510.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_64421), mRNA
>XM_023615511.1 Rhizopus microsporus ATCC 52813 Protoporphyrinogen oxidase (RHIMIDRAFT_64632), mRNA
>XM_023615512.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_64878), mRNA
>XM_023615513.1 Rhizopus microsporus ATCC 52813 Oxysterol-binding protein (RHIMIDRAFT_64950), mRNA
>XM_023615514.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_65016), mRNA
>XM_023615515.1 Rhizopus microsporus ATCC 52813 UPF0132-domain-containing protein (RHIMIDRAFT_65056), mRNA
>XM_023615516.1 Rhizopus microsporus ATCC 52813 Dbl homology domain-containing protein (RHIMIDRAFT_65060), mRNA
>XM_023615517.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_65155), mRNA
>XM_023615518.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_65158), mRNA
>XM_023615519.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_65192), mRNA
>XM_023615520.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_65193), mRNA
>XM_023615521.1 Rhizopus microsporus ATCC 52813 HAD-like protein (RHIMIDRAFT_65268), mRNA
>XM_023615522.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_65347), mRNA
>XM_023615523.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_65406), mRNA
>XM_023615524.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_65411), mRNA
>XM_023615525.1 Rhizopus microsporus ATCC 52813 ribosomal protein L39e (RHIMIDRAFT_65428), mRNA
>XM_023615526.1 Rhizopus microsporus ATCC 52813 Cas1p-domain-containing protein (RHIMIDRAFT_65435), partial mRNA
>XM_023615527.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_65484), mRNA
>XM_023615528.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_65495), mRNA
>XM_023615529.1 Rhizopus microsporus ATCC 52813 Rpr2-domain-containing protein (RHIMIDRAFT_65609), mRNA
>XM_023615530.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_65625), mRNA
>XM_023615531.1 Rhizopus microsporus ATCC 52813 cysteine synthase (O-acetylserine sulfhydrylase) (RHIMIDRAFT_65660), partial mRNA
>XM_023615532.1 Rhizopus microsporus ATCC 52813 GDP-mannose transporter (RHIMIDRAFT_65694), mRNA
>XM_023615533.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_65797), mRNA
>XM_023615534.1 Rhizopus microsporus ATCC 52813 cyclin-like protein (RHIMIDRAFT_65825), mRNA
>XM_023615535.1 Rhizopus microsporus ATCC 52813 D123-domain-containing protein (RHIMIDRAFT_66016), mRNA
>XM_023615536.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_66105), mRNA
>XM_023615537.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_6613), mRNA
>XM_023615538.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_66244), mRNA
>XM_023615539.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_66248), mRNA
>XM_023615540.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_66476), mRNA
>XM_023615541.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_66514), mRNA
>XM_023615542.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_66519), mRNA
>XM_023615543.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_66547), mRNA
>XM_023615544.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_66587), mRNA
>XM_023615545.1 Rhizopus microsporus ATCC 52813 putative septin (RHIMIDRAFT_67114), mRNA
>XM_023615546.1 Rhizopus microsporus ATCC 52813 UBC-like protein (RHIMIDRAFT_67129), mRNA
>XM_023615547.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_67257), mRNA
>XM_023615548.1 Rhizopus microsporus ATCC 52813 ribosomal protein S8e (RHIMIDRAFT_67462), mRNA
>XM_023615549.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_67472), mRNA
>XM_023615550.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_67502), mRNA
>XM_023615551.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_67682), mRNA
>XM_023615552.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_67729), mRNA
>XM_023615553.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_67816), mRNA
>XM_023615554.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_67841), mRNA
>XM_023615555.1 Rhizopus microsporus ATCC 52813 WD40 repeat-like protein (RHIMIDRAFT_67856), mRNA
>XM_023615556.1 Rhizopus microsporus ATCC 52813 mitochondrial glyco protein (RHIMIDRAFT_67857), mRNA
>XM_023615557.1 Rhizopus microsporus ATCC 52813 Tudor/PWWP/MBT (RHIMIDRAFT_67984), mRNA
>XM_023615558.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_68175), mRNA
>XM_023615559.1 Rhizopus microsporus ATCC 52813 ARM repeat-containing protein (RHIMIDRAFT_68282), mRNA
>XM_023615560.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_68575), mRNA
>XM_023615561.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_68578), mRNA
>XM_023615562.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_68607), mRNA
>XM_023615563.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_68644), mRNA
>XM_023615564.1 Rhizopus microsporus ATCC 52813 DUF803-domain-containing protein (RHIMIDRAFT_68820), mRNA
>XM_023615565.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_68840), mRNA
>XM_023615566.1 Rhizopus microsporus ATCC 52813 WD40 repeat-like protein (RHIMIDRAFT_68871), mRNA
>XM_023615567.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_68896), partial mRNA
>XM_023615568.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_69106), mRNA
>XM_023615569.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_69216), mRNA
>XM_023615570.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_69229), mRNA
>XM_023615571.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_69420), mRNA
>XM_023615572.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_69505), mRNA
>XM_023615573.1 Rhizopus microsporus ATCC 52813 CDK-activating kinase assembly factor (RHIMIDRAFT_69569), mRNA
>XM_023615574.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_69633), mRNA
>XM_023615575.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_69711), mRNA
>XM_023615576.1 Rhizopus microsporus ATCC 52813 Tctex-1 (RHIMIDRAFT_69903), mRNA
>XM_023615577.1 Rhizopus microsporus ATCC 52813 p53-like transcription factor (RHIMIDRAFT_69983), mRNA
>XM_023615578.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_70075), mRNA
>XM_023615579.1 Rhizopus microsporus ATCC 52813 ribosomal protein L18ae (RHIMIDRAFT_7011), mRNA
>XM_023615580.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_70194), mRNA
>XM_023615581.1 Rhizopus microsporus ATCC 52813 HIT-like protein (RHIMIDRAFT_70347), mRNA
>XM_023615582.1 Rhizopus microsporus ATCC 52813 Xpo1-domain-containing protein (RHIMIDRAFT_70442), mRNA
>XM_023615583.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_70556), mRNA
>XM_023615584.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_70635), mRNA
>XM_023615585.1 Rhizopus microsporus ATCC 52813 separase (RHIMIDRAFT_70804), mRNA
>XM_023615586.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_70825), mRNA
>XM_023615587.1 Rhizopus microsporus ATCC 52813 uracil phosphoribosyltransferase (RHIMIDRAFT_7094), partial mRNA
>XM_023615588.1 Rhizopus microsporus ATCC 52813 Adaptor protein complex sigma subunit (RHIMIDRAFT_71060), mRNA
>XM_023615589.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_71168), mRNA
>XM_023615590.1 Rhizopus microsporus ATCC 52813 FAD dependent oxidoreductase (RHIMIDRAFT_71184), mRNA
>XM_023615591.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_71267), mRNA
>XM_023615592.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_71285), mRNA
>XM_023615593.1 Rhizopus microsporus ATCC 52813 WD40 repeat-like protein (RHIMIDRAFT_71288), mRNA
>XM_023615594.1 Rhizopus microsporus ATCC 52813 ARM repeat-containing protein (RHIMIDRAFT_71368), mRNA
>XM_023615595.1 Rhizopus microsporus ATCC 52813 N-acetyltransferase 9 (RHIMIDRAFT_71421), mRNA
>XM_023615596.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_71427), mRNA
>XM_023615597.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_7143), mRNA
>XM_023615598.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_71442), mRNA
>XM_023615599.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_71476), mRNA
>XM_023615600.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_7157), mRNA
>XM_023615601.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_71612), mRNA
>XM_023615602.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_71650), mRNA
>XM_023615603.1 Rhizopus microsporus ATCC 52813 MFS general substrate transporter (RHIMIDRAFT_71705), mRNA
>XM_023615604.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_71728), mRNA
>XM_023615605.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_71790), mRNA
>XM_023615606.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_71889), mRNA
>XM_023615607.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_72016), mRNA
>XM_023615608.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_72025), mRNA
>XM_023615609.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_72156), mRNA
>XM_023615610.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_72589), mRNA
>XM_023615611.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_72764), mRNA
>XM_023615612.1 Rhizopus microsporus ATCC 52813 N-terminal nucleophile aminohydrolase (RHIMIDRAFT_7279), mRNA
>XM_023615613.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_72883), mRNA
>XM_023615614.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_73058), mRNA
>XM_023615615.1 Rhizopus microsporus ATCC 52813 NAD and Zn-dependent alcohol dehydrogenase (RHIMIDRAFT_73090), partial mRNA
>XM_023615616.1 Rhizopus microsporus ATCC 52813 V-type ATPase (RHIMIDRAFT_73137), mRNA
>XM_023615617.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_73293), mRNA
>XM_023615618.1 Rhizopus microsporus ATCC 52813 malate synthase (RHIMIDRAFT_73366), mRNA
>XM_023615619.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_73394), mRNA
>XM_023615620.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_73572), mRNA
>XM_023615621.1 Rhizopus microsporus ATCC 52813 replication factor A protein 3 (RHIMIDRAFT_73585), mRNA
>XM_023615622.1 Rhizopus microsporus ATCC 52813 pyrroline-5-carboxylate reductase (RHIMIDRAFT_73598), mRNA
>XM_023615623.1 Rhizopus microsporus ATCC 52813 thioredoxin-like protein (RHIMIDRAFT_73625), mRNA
>XM_023615624.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_7364), mRNA
>XM_023615625.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_73681), mRNA
>XM_023615626.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_73743), mRNA
>XM_023615627.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_73845), mRNA
>XM_023615628.1 Rhizopus microsporus ATCC 52813 inosine triphosphate pyrophosphatase (RHIMIDRAFT_73925), mRNA
>XM_023615629.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_73969), mRNA
>XM_023615630.1 Rhizopus microsporus ATCC 52813 alpha/beta-hydrolase (RHIMIDRAFT_74019), mRNA
>XM_023615631.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_7405), mRNA
>XM_023615632.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_74075), mRNA
>XM_023615633.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_74080), mRNA
>XM_023615634.1 Rhizopus microsporus ATCC 52813 WD40 repeat-like protein (RHIMIDRAFT_74100), mRNA
>XM_023615635.1 Rhizopus microsporus ATCC 52813 translocation protein (RHIMIDRAFT_74242), mRNA
>XM_023615636.1 Rhizopus microsporus ATCC 52813 apoptosis-inducing factor 1, mitochondrial-like protein (RHIMIDRAFT_74256), mRNA
>XM_023615637.1 Rhizopus microsporus ATCC 52813 tRNA guanosine-2'-O-methyltransferase (RHIMIDRAFT_74324), mRNA
>XM_023615638.1 Rhizopus microsporus ATCC 52813 RNI-like protein (RHIMIDRAFT_74354), mRNA
>XM_023615639.1 Rhizopus microsporus ATCC 52813 HSP70-domain-containing protein (RHIMIDRAFT_74460), mRNA
>XM_023615640.1 Rhizopus microsporus ATCC 52813 50S ribosomal protein L12 (RHIMIDRAFT_74962), mRNA
>XM_023615641.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_7510), mRNA
>XM_023615642.1 Rhizopus microsporus ATCC 52813 cornichon (RHIMIDRAFT_7514), mRNA
>XM_023615643.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_75185), mRNA
>XM_023615644.1 Rhizopus microsporus ATCC 52813 winged helix DNA-binding domain-containing protein (RHIMIDRAFT_75328), mRNA
>XM_023615645.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_75368), mRNA
>XM_023615646.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_75708), mRNA
>XM_023615647.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_75731), mRNA
>XM_023615648.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_75757), mRNA
>XM_023615649.1 Rhizopus microsporus ATCC 52813 adenine nucleotide alpha hydrolases-like protein (RHIMIDRAFT_75807), mRNA
>XM_023615650.1 Rhizopus microsporus ATCC 52813 acyltransferase ChoActase/COT/CPT (RHIMIDRAFT_75872), mRNA
>XM_023615651.1 Rhizopus microsporus ATCC 52813 40S ribosomal protein-like protein S18 (RHIMIDRAFT_75922), mRNA
>XM_023615652.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_75957), mRNA
>XM_023615653.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_75977), mRNA
>XM_023615654.1 Rhizopus microsporus ATCC 52813 kinase-like protein (RHIMIDRAFT_76010), mRNA
>XM_023615655.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_76012), mRNA
>XM_023615656.1 Rhizopus microsporus ATCC 52813 NAP-domain-containing protein (RHIMIDRAFT_76065), mRNA
>XM_023615657.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_76093), mRNA
>XM_023615658.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_76206), mRNA
>XM_023615659.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_76268), mRNA
>XM_023615660.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_76390), mRNA
>XM_023615661.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_76399), mRNA
>XM_023615662.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_7642), mRNA
>XM_023615663.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_765), mRNA
>XM_023615664.1 Rhizopus microsporus ATCC 52813 class I glutamine amidotransferase-like protein (RHIMIDRAFT_76588), mRNA
>XM_023615665.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_76602), mRNA
>XM_023615666.1 Rhizopus microsporus ATCC 52813 ARM repeat-containing protein (RHIMIDRAFT_76690), mRNA
>XM_023615667.1 Rhizopus microsporus ATCC 52813 60S ribosomal protein L37 (RHIMIDRAFT_76744), mRNA
>XM_023615668.1 Rhizopus microsporus ATCC 52813 ARM repeat-containing protein (RHIMIDRAFT_7682), mRNA
>XM_023615669.1 Rhizopus microsporus ATCC 52813 PCI-domain-containing protein (RHIMIDRAFT_76925), mRNA
>XM_023615670.1 Rhizopus microsporus ATCC 52813 WD40 repeat-like protein (RHIMIDRAFT_7700), mRNA
>XM_023615671.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_77032), mRNA
>XM_023615672.1 Rhizopus microsporus ATCC 52813 phosphoesterase (RHIMIDRAFT_77059), partial mRNA
>XM_023615673.1 Rhizopus microsporus ATCC 52813 adenine nucleotide alpha hydrolases-like protein (RHIMIDRAFT_77131), mRNA
>XM_023615674.1 Rhizopus microsporus ATCC 52813 60S ribosomal protein L38 (RHIMIDRAFT_77204), mRNA
>XM_023615675.1 Rhizopus microsporus ATCC 52813 N-myristoyl transferase (RHIMIDRAFT_77389), mRNA
>XM_023615676.1 Rhizopus microsporus ATCC 52813 regulator of G protein signaling superfamily (RHIMIDRAFT_77403), mRNA
>XM_023615677.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_77437), mRNA
>XM_023615678.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_77665), mRNA
>XM_023615679.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_77685), mRNA
>XM_023615680.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_77848), mRNA
>XM_023615681.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_77892), mRNA
>XM_023615682.1 Rhizopus microsporus ATCC 52813 ARM repeat-containing protein (RHIMIDRAFT_77939), mRNA
>XM_023615683.1 Rhizopus microsporus ATCC 52813 6-phosphogluconate dehydrogenase, decarboxylating (RHIMIDRAFT_77968), mRNA
>XM_023615684.1 Rhizopus microsporus ATCC 52813 thioredoxin-like protein (RHIMIDRAFT_77976), mRNA
>XM_023615685.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_78061), mRNA
>XM_023615686.1 Rhizopus microsporus ATCC 52813 GCY protein (RHIMIDRAFT_78225), mRNA
>XM_023615687.1 Rhizopus microsporus ATCC 52813 ATP-dependent DNA helicase ii (RHIMIDRAFT_78258), mRNA
>XM_023615688.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_78315), mRNA
>XM_023615689.1 Rhizopus microsporus ATCC 52813 BRCT domain-containing protein (RHIMIDRAFT_78360), mRNA
>XM_023615690.1 Rhizopus microsporus ATCC 52813 asparagine-linked glycosylation protein 11-like protein (RHIMIDRAFT_78416), mRNA
>XM_023615691.1 Rhizopus microsporus ATCC 52813 peptidyl-prolyl cis-trans isomerase H (RHIMIDRAFT_78550), mRNA
>XM_023615692.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_78618), mRNA
>XM_023615693.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_78624), mRNA
>XM_023615694.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_78691), mRNA
>XM_023615695.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_78697), mRNA
>XM_023615696.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_78716), mRNA
>XM_023615697.1 Rhizopus microsporus ATCC 52813 GTP cyclohydrolase I (RHIMIDRAFT_78816), mRNA
>XM_023615698.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_78877), mRNA
>XM_023615699.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_79023), mRNA
>XM_023615700.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_79038), partial mRNA
>XM_023615701.1 Rhizopus microsporus ATCC 52813 galactose oxidase (RHIMIDRAFT_79047), mRNA
